Game Code,Date,Visit Team Code,Home Team Code,Stadium Code,Site
0234074920231028,10/28/2023,234,749,83,TEAM
0257023520231028,10/28/2023,257,235,28,NEUTRAL
0288032720231028,10/28/2023,288,327,52,TEAM
0306053920231028,10/28/2023,306,539,111,TEAM
0311005120231028,10/28/2023,311,51,183,TEAM
0388014920231028,10/28/2023,388,149,191,TEAM
0392050920231028,10/28/2023,392,509,46,TEAM
0400072520231028,10/28/2023,400,725,93,TEAM
0404049720231028,10/28/2023,404,497,160,TEAM
0414051920231028,10/28/2023,414,519,95,TEAM
0416042820231028,10/28/2023,416,428,153,TEAM
0430003720231028,10/28/2023,430,37,1,TEAM
0457025520231028,10/28/2023,457,255,37,TEAM
0465009620231028,10/28/2023,465,96,13,TEAM
0473046620231028,10/28/2023,473,466,90,TEAM
0518079620231028,10/28/2023,518,796,141,TEAM
0522032820231028,10/28/2023,522,328,51,TEAM
0523031720231028,10/28/2023,523,317,323,TEAM
0528002920231028,10/28/2023,528,29,11,TEAM
0529073220231028,10/28/2023,529,732,135,TEAM
0545051320231028,10/28/2023,545,513,49,TEAM
0559046320231028,10/28/2023,559,463,84,TEAM
0630027720231028,10/28/2023,630,277,203,TEAM
0648069720231028,10/28/2023,648,697,120,TEAM
0657010720231028,10/28/2023,657,107,12,TEAM
0664002720231028,10/28/2023,664,27,168,TEAM
0671064620231028,10/28/2023,671,646,197,TEAM
0694033420231028,10/28/2023,694,334,53,TEAM
0716067020231028,10/28/2023,716,670,131,TEAM
0718057420231028,10/28/2023,718,574,127,TEAM
0719066320231028,10/28/2023,719,663,122,TEAM
0721015620231028,10/28/2023,721,156,188,TEAM
0736043320231028,10/28/2023,736,433,76,TEAM
0746041520231028,10/28/2023,746,415,30,TEAM
0754002820231028,10/28/2023,754,28,10,TEAM
0756067420231028,10/28/2023,756,674,19,TEAM
0768012820231028,10/28/2023,768,128,146,TEAM
0774020420231028,10/28/2023,774,204,71,TEAM
0811006620231028,10/28/2023,811,66,42,TEAM
0086070920231031,10/31/2023,86,709,102,TEAM
0503012920231031,10/31/2023,503,129,70,TEAM
0047007120231101,11/01/2023,47,71,96,TEAM
0331000520231101,11/01/2023,331,5,154,TEAM
0646071620231102,11/02/2023,646,716,4,TEAM
0698070020231102,11/02/2023,698,700,129,TEAM
0749019320231102,11/02/2023,749,193,80,TEAM
0067068820231103,11/03/2023,67,688,92,TEAM
0156081120231103,11/03/2023,156,811,144,TEAM
0028073220231104,11/04/2023,28,732,135,TEAM
0031023520231104,11/04/2023,31,235,27,TEAM
0037073620231104,11/04/2023,37,736,117,TEAM
0066009620231104,11/04/2023,66,96,13,TEAM
0077076820231104,11/04/2023,77,768,143,TEAM
0107052920231104,11/04/2023,107,529,108,TEAM
0110002920231104,11/04/2023,110,29,11,TEAM
0115045720231104,11/04/2023,115,457,78,TEAM
0128014020231104,11/04/2023,128,140,97,TEAM
0149052320231104,11/04/2023,149,523,169,TEAM
0164069420231104,11/04/2023,164,694,114,TEAM
0229000920231104,11/04/2023,229,9,329,TEAM
0234054520231104,11/04/2023,234,545,110,TEAM
0253067020231104,11/04/2023,253,670,131,TEAM
0255074620231104,11/04/2023,255,746,137,TEAM
0277046620231104,11/04/2023,277,466,90,TEAM
0288005120231104,11/04/2023,288,51,183,TEAM
0301042820231104,11/04/2023,301,428,153,TEAM
0312050920231104,11/04/2023,312,509,156,TEAM
0315064820231104,11/04/2023,315,648,113,TEAM
0317025420231104,11/04/2023,317,254,189,TEAM
0327070320231104,11/04/2023,327,703,119,TEAM
0328031120231104,11/04/2023,328,311,40,TEAM
0334043020231104,11/04/2023,334,430,77,TEAM
0365000820231104,11/04/2023,365,8,5,TEAM
0366035520231104,11/04/2023,366,355,194,TEAM
0388002720231104,11/04/2023,388,27,168,TEAM
0410040020231104,11/04/2023,410,400,173,TEAM
0415049020231104,11/04/2023,415,490,82,TEAM
0419047220231104,11/04/2023,419,472,88,TEAM
0434025720231104,11/04/2023,434,257,36,TEAM
0458071920231104,11/04/2023,458,719,105,TEAM
0463041620231104,11/04/2023,463,416,68,TEAM
0465047320231104,11/04/2023,465,473,87,TEAM
0498066420231104,11/04/2023,498,664,75,TEAM
0513014720231104,11/04/2023,513,147,112,TEAM
0518058720231104,11/04/2023,518,587,86,TEAM
0522052120231104,11/04/2023,522,521,104,TEAM
0528015720231104,11/04/2023,528,157,20,TEAM
0539039220231104,11/04/2023,539,392,64,TEAM
0559041820231104,11/04/2023,559,418,66,TEAM
0651040420231104,11/04/2023,651,404,115,TEAM
0663057420231104,11/04/2023,663,574,127,TEAM
0671003020231104,11/04/2023,671,30,7,TEAM
0674075420231104,11/04/2023,674,754,138,TEAM
0697043320231104,11/04/2023,697,433,76,TEAM
0706049720231104,11/04/2023,706,497,160,TEAM
0718019620231104,11/04/2023,718,196,81,TEAM
0725072120231104,11/04/2023,725,721,22,NEUTRAL
0726069020231104,11/04/2023,726,690,109,TEAM
0731062620231104,11/04/2023,731,626,746,TEAM
0742036720231104,11/04/2023,742,367,54,TEAM
0756065720231104,11/04/2023,756,657,14,TEAM
0772070420231104,11/04/2023,772,704,124,TEAM
0796030620231104,11/04/2023,796,306,47,TEAM
1157062420231104,11/04/2023,1157,624,314,TEAM
0047050320231107,11/07/2023,47,503,45,TEAM
0129077420231107,11/07/2023,129,774,69,TEAM
0519008620231107,11/07/2023,519,86,91,TEAM
0005041420231108,11/08/2023,5,414,101,TEAM
0071033120231108,11/08/2023,71,331,100,TEAM
0204070920231108,11/08/2023,204,709,102,TEAM
0664067120231109,11/09/2023,664,671,56,TEAM
0746036720231109,11/09/2023,746,367,54,TEAM
0497066320231110,11/10/2023,497,663,122,TEAM
0811046520231110,11/10/2023,811,465,198,TEAM
0008033420231111,11/11/2023,8,334,53,TEAM
0009072620231111,11/11/2023,9,726,62,TEAM
0027025420231111,11/11/2023,27,254,189,TEAM
0028011020231111,11/11/2023,28,110,15,TEAM
0029015720231111,11/11/2023,29,157,20,TEAM
0030064620231111,11/11/2023,30,646,197,TEAM
0037003120231111,11/11/2023,37,31,6,TEAM
0051032720231111,11/11/2023,51,327,52,TEAM
0096063020231111,11/11/2023,96,630,18,TEAM
0140028820231111,11/11/2023,140,288,184,TEAM
0164031720231111,11/11/2023,164,317,323,TEAM
0193045720231111,11/11/2023,193,457,78,TEAM
0196022920231111,11/11/2023,196,229,159,TEAM
0231041920231111,11/11/2023,231,419,116,TEAM
0235036520231111,11/11/2023,235,365,55,TEAM
0253038820231111,11/11/2023,253,388,142,TEAM
0255014720231111,11/11/2023,255,147,112,TEAM
0285072520231111,11/11/2023,285,725,93,TEAM
0306030120231111,11/11/2023,306,301,44,TEAM
0311007720231111,11/11/2023,311,77,134,TEAM
0392046320231111,11/11/2023,392,463,84,TEAM
0404045820231111,11/11/2023,404,458,179,TEAM
0415023420231111,11/11/2023,415,234,33,TEAM
0416051820231111,11/11/2023,416,518,99,TEAM
0418053920231111,11/11/2023,418,539,111,TEAM
0428055920231111,11/11/2023,428,559,50,TEAM
0430069720231111,11/11/2023,430,697,120,TEAM
0433025720231111,11/11/2023,433,257,36,TEAM
0466073120231111,11/11/2023,466,731,133,TEAM
0472077220231111,11/11/2023,472,772,148,TEAM
0473006620231111,11/11/2023,473,66,42,TEAM
0490074920231111,11/11/2023,490,749,83,TEAM
0509079620231111,11/11/2023,509,796,141,TEAM
0521012820231111,11/11/2023,521,128,146,TEAM
0523035520231111,11/11/2023,523,355,194,TEAM
0545068820231111,11/11/2023,545,688,158,NEUTRAL
0574070620231111,11/11/2023,574,706,130,TEAM
0587031220231111,11/11/2023,587,312,41,TEAM
0624036620231111,11/11/2023,624,366,59,TEAM
0626015620231111,11/11/2023,626,156,188,TEAM
0657052920231111,11/11/2023,657,529,108,TEAM
0670014920231111,11/11/2023,670,149,191,TEAM
0674052820231111,11/11/2023,674,528,107,TEAM
0690065120231111,11/11/2023,690,651,35,TEAM
0694043420231111,11/11/2023,694,434,73,TEAM
0700032820231111,11/11/2023,700,328,51,TEAM
0703069820231111,11/11/2023,703,698,125,TEAM
0716049820231111,11/11/2023,716,498,57,TEAM
0719071820231111,11/11/2023,719,718,185,TEAM
0721027720231111,11/11/2023,721,277,203,TEAM
0732075620231111,11/11/2023,732,756,139,TEAM
0736064820231111,11/11/2023,736,648,113,TEAM
0742006720231111,11/11/2023,742,67,61,TEAM
0754010720231111,11/11/2023,754,107,12,TEAM
0768052220231111,11/11/2023,768,522,103,TEAM
0005020420231114,11/14/2023,5,204,71,TEAM
0709007120231114,11/14/2023,709,71,96,TEAM
0774050320231114,11/14/2023,774,503,45,TEAM
0086041420231115,11/15/2023,86,414,101,TEAM
0129051920231115,11/15/2023,129,519,95,TEAM
0067054520231116,11/16/2023,67,545,110,TEAM
0157075420231117,11/17/2023,157,754,138,TEAM
0651070620231117,11/17/2023,651,706,130,TEAM
0002069720231118,11/18/2023,2,697,120,TEAM
0027031720231118,11/18/2023,27,317,323,TEAM
0051069820231118,11/18/2023,51,698,125,TEAM
0066073120231118,11/18/2023,66,731,133,TEAM
0107067420231118,11/18/2023,107,674,19,TEAM
0110065720231118,11/18/2023,110,657,14,TEAM
0128070020231118,11/18/2023,128,700,129,TEAM
0140076820231118,11/18/2023,140,768,143,TEAM
0149072520231118,11/18/2023,149,725,93,TEAM
0193074620231118,11/18/2023,193,746,137,TEAM
0196072620231118,11/18/2023,196,726,62,TEAM
0231003120231118,11/18/2023,231,31,6,TEAM
0235043420231118,11/18/2023,235,434,73,TEAM
0254036520231118,11/18/2023,254,365,55,TEAM
0257069420231118,11/18/2023,257,694,114,TEAM
0277081120231118,11/18/2023,277,811,144,TEAM
0301031220231118,11/18/2023,301,312,41,TEAM
0327032820231118,11/18/2023,327,328,51,TEAM
0331004720231118,11/18/2023,331,47,48,TEAM
0334064820231118,11/18/2023,334,648,113,TEAM
0366031520231118,11/18/2023,366,315,207,TEAM
0367041520231118,11/18/2023,367,415,30,TEAM
0388064620231118,11/18/2023,388,646,197,TEAM
0400035520231118,11/18/2023,400,355,194,TEAM
0416030620231118,11/18/2023,416,306,47,TEAM
0418039220231118,11/18/2023,418,392,64,TEAM
0428051820231118,11/18/2023,428,518,99,TEAM
0457014720231118,11/18/2023,457,147,112,TEAM
0463079620231118,11/18/2023,463,796,141,TEAM
0465072120231118,11/18/2023,465,721,21,TEAM
0466015620231118,11/18/2023,466,156,188,TEAM
0472003720231118,11/18/2023,472,37,1,TEAM
0473009620231118,11/18/2023,473,96,13,TEAM
0487023420231118,11/18/2023,487,234,33,TEAM
0490074220231118,11/18/2023,490,742,136,TEAM
0497071920231118,11/18/2023,497,719,105,TEAM
0498043320231118,11/18/2023,498,433,76,TEAM
0521028820231118,11/18/2023,521,288,184,TEAM
0522007720231118,11/18/2023,522,77,134,TEAM
0523025320231118,11/18/2023,523,253,167,TEAM
0529002820231118,11/18/2023,529,28,10,TEAM
0559050920231118,11/18/2023,559,509,46,TEAM
0574045820231118,11/18/2023,574,458,179,TEAM
0587053920231118,11/18/2023,587,539,111,TEAM
0590016420231118,11/18/2023,590,164,25,TEAM
0624077220231118,11/18/2023,624,772,148,TEAM
0626063020231118,11/18/2023,626,630,18,TEAM
0663040420231118,11/18/2023,663,404,115,TEAM
0664043020231118,11/18/2023,664,430,77,TEAM
0670003020231118,11/18/2023,670,30,7,TEAM
0671071620231118,11/18/2023,671,716,4,TEAM
0688025520231118,11/18/2023,688,255,37,TEAM
0690000920231118,11/18/2023,690,9,329,TEAM
0693000820231118,11/18/2023,693,8,5,TEAM
0703031120231118,11/18/2023,703,311,40,TEAM
0704041920231118,11/18/2023,704,419,116,TEAM
0718022920231118,11/18/2023,718,229,159,TEAM
0732002920231118,11/18/2023,732,29,11,TEAM
0749051320231118,11/18/2023,749,513,49,TEAM
0756052820231118,11/18/2023,756,528,107,TEAM
0071077420231121,11/21/2023,71,774,69,TEAM
0204008620231121,11/21/2023,204,86,91,TEAM
0433043020231123,11/23/2023,433,430,77,TEAM
0312046320231124,11/24/2023,312,463,84,TEAM
0404069020231124,11/24/2023,404,690,109,TEAM
0415006720231124,11/24/2023,415,67,61,TEAM
0434003120231124,11/24/2023,434,31,6,TEAM
0519000520231124,11/24/2023,519,5,154,TEAM
0528052920231124,11/24/2023,528,529,108,TEAM
0539041620231124,11/24/2023,539,416,67,NEUTRAL
0698052220231124,11/24/2023,698,522,103,TEAM
0700070320231124,11/24/2023,700,703,119,TEAM
0706071820231124,11/24/2023,706,718,185,TEAM
0709012920231124,11/24/2023,709,129,70,TEAM
0721006620231124,11/24/2023,721,66,42,TEAM
0731047320231124,11/24/2023,731,473,87,TEAM
0008003720231125,11/25/2023,8,37,1,TEAM
0009049720231125,11/25/2023,9,497,160,TEAM
0029002820231125,11/25/2023,29,28,10,TEAM
0030038820231125,11/25/2023,30,388,142,TEAM
0077052120231125,11/25/2023,77,521,104,TEAM
0096062620231125,11/25/2023,96,626,746,TEAM
0107011020231125,11/25/2023,107,110,15,TEAM
0147064820231125,11/25/2023,147,648,113,TEAM
0156027720231125,11/25/2023,156,277,203,TEAM
0157073220231125,11/25/2023,157,732,135,TEAM
0164040020231125,11/25/2023,164,400,173,TEAM
0229057420231125,11/25/2023,229,574,127,TEAM
0234023520231125,11/25/2023,234,235,27,TEAM
0253002720231125,11/25/2023,253,27,168,TEAM
0254052320231125,11/25/2023,254,523,169,TEAM
0257025520231125,11/25/2023,257,255,37,TEAM
0288012820231125,11/25/2023,288,128,146,TEAM
0306055920231125,11/25/2023,306,559,50,TEAM
0311032720231125,11/25/2023,311,327,52,TEAM
0315047220231125,11/25/2023,315,472,88,TEAM
0317014920231125,11/25/2023,317,149,191,TEAM
0328014020231125,11/25/2023,328,140,97,TEAM
0334036720231125,11/25/2023,334,367,54,TEAM
0355070420231125,11/25/2023,355,704,124,TEAM
0392058720231125,11/25/2023,392,587,86,TEAM
0414004720231125,11/25/2023,414,47,48,TEAM
0419062420231125,11/25/2023,419,624,314,TEAM
0457049020231125,11/25/2023,457,490,82,TEAM
0458065120231125,11/25/2023,458,651,35,TEAM
0498067120231125,11/25/2023,498,671,56,TEAM
0503033120231125,11/25/2023,503,331,100,TEAM
0509030120231125,11/25/2023,509,301,44,TEAM
0513067420231125,11/25/2023,513,674,19,TEAM
0518041820231125,11/25/2023,518,418,66,TEAM
0545019320231125,11/25/2023,545,193,80,TEAM
0630046520231125,11/25/2023,630,465,198,TEAM
0646067020231125,11/25/2023,646,670,131,TEAM
0697036520231125,11/25/2023,697,365,55,TEAM
0716066420231125,11/25/2023,716,664,75,TEAM
0719019620231125,11/25/2023,719,196,81,TEAM
0726066320231125,11/25/2023,726,663,122,TEAM
0736069420231125,11/25/2023,736,694,114,TEAM
0742074620231125,11/25/2023,742,746,137,TEAM
0749068820231125,11/25/2023,749,688,92,TEAM
0754075620231125,11/25/2023,754,756,139,TEAM
0768005120231125,11/25/2023,768,51,183,TEAM
0772023120231125,11/25/2023,772,231,31,TEAM
0796042820231125,11/25/2023,796,428,153,TEAM
0811046620231125,11/25/2023,811,466,90,TEAM
0472035520231201,12/01/2023,472,355,194,TEAM
0529075620231201,12/01/2023,529,756,198,NEUTRAL
0027071620231202,12/02/2023,27,716,4,TEAM
0066046520231202,12/02/2023,66,465,198,TEAM
0257000820231202,12/02/2023,257,8,192,NEUTRAL
0367023420231202,12/02/2023,367,234,79,NEUTRAL
0414070920231202,12/02/2023,414,709,67,NEUTRAL
0418031220231202,12/02/2023,418,312,162,NEUTRAL
0521070320231202,12/02/2023,521,703,155,NEUTRAL
0663071820231202,12/02/2023,663,718,185,TEAM
0725072620231209,12/09/2023,725,726,163,NEUTRAL
0107070020231216,12/16/2023,107,700,60,NEUTRAL
0110006620231216,12/16/2023,110,66,330,NEUTRAL
0253051920231216,12/16/2023,253,519,191,NEUTRAL
0315067120231216,12/16/2023,315,671,58,NEUTRAL
0414002720231216,12/16/2023,414,27,146,NEUTRAL
0472009620231216,12/16/2023,472,96,87,NEUTRAL
0772052320231218,12/18/2023,772,523,179,NEUTRAL
0706038820231219,12/19/2023,706,388,193,NEUTRAL
0651068820231221,12/21/2023,651,688,159,NEUTRAL
0255012820231222,12/22/2023,255,128,35,NEUTRAL
0030050320231223,12/23/2023,30,503,175,NEUTRAL
0149063020231223,12/23/2023,149,630,203,NEUTRAL
0254073120231223,12/23/2023,254,731,42,NEUTRAL
0317072120231223,12/23/2023,317,721,125,NEUTRAL
0646020420231223,12/23/2023,646,204,197,TEAM
0716019320231223,12/23/2023,716,193,329,NEUTRAL
0732050920231223,12/23/2023,732,509,198,NEUTRAL
0071042820231226,12/26/2023,71,428,67,NEUTRAL
0328046520231226,12/26/2023,328,465,9,NEUTRAL
0670057420231226,12/26/2023,670,574,122,NEUTRAL
0367065720231227,12/27/2023,367,657,331,NEUTRAL
0457076820231227,12/27/2023,457,768,79,NEUTRAL
0697052120231227,12/27/2023,697,521,128,NEUTRAL
0742071820231227,12/27/2023,742,718,62,NEUTRAL
0029052220231228,12/28/2023,29,522,130,NEUTRAL
0490032720231228,12/28/2023,490,327,32,NEUTRAL
0587041520231228,12/28/2023,587,415,158,NEUTRAL
0663006720231228,12/28/2023,663,67,178,NEUTRAL
0147033420231229,12/29/2023,147,334,28,NEUTRAL
0404031120231229,12/29/2023,404,311,115,TEAM
0434051820231229,12/29/2023,434,518,155,NEUTRAL
0528051320231229,12/29/2023,528,513,124,NEUTRAL
0037039220231230,12/30/2023,37,392,118,NEUTRAL
0257023420231230,12/30/2023,257,234,30,NEUTRAL
0433053920231230,12/30/2023,433,539,192,NEUTRAL
0709081120231230,12/30/2023,709,811,11,NEUTRAL
0008041820240101,01/01/2024,8,418,15,NEUTRAL
0312069420240101,01/01/2024,312,694,32,NEUTRAL
0355052920240101,01/01/2024,355,529,145,NEUTRAL
0703075620240101,01/01/2024,703,756,58,NEUTRAL
0796036520240101,01/01/2024,796,365,35,NEUTRAL
0756041820240108,01/08/2024,756,418,128,NEUTRAL
