Game Code,Drive Number,Team Code,Start Period,Start Clock,Start Spot,Start Reason,End Period,End Clock,End Spot,End Reason,Plays,Yards,Time Of Possession,Red Zone Attempt
0047033420230902,15,47,3,403,75,KICKOFF,3,42,0,TOUCHDOWN,10,75,361,1
0047033420230902,16,47,3,28,75,KICKOFF,4,597,1,DOWNS,11,74,331,1
0047033420230902,17,334,4,597,99,DOWNS,4,425,84,PUNT,5,15,172,0
0047033420230902,18,47,4,425,62,PUNT,4,202,34,MISSED FIELD GOAL,10,28,223,0
0047033420230902,19,334,4,202,66,MISSED FIELD GOAL,4,6,0,TOUCHDOWN,6,66,196,0
0047033420230902,20,47,4,6,75,KICKOFF,4,0,72,END OF HALF,1,3,6,0
0518030620230902,1,306,1,900,75,KICKOFF,1,770,68,PUNT,3,7,130,0
0518030620230902,2,518,1,770,80,PUNT,1,436,0,TOUCHDOWN,11,80,334,1
0518030620230902,3,306,1,430,92,KICKOFF,1,324,92,PUNT,3,0,106,0
0518030620230902,4,518,1,324,62,PUNT,1,240,60,PUNT,3,2,84,0
0518030620230902,5,306,1,240,81,PUNT,1,40,66,PUNT,6,15,200,0
0518030620230902,6,518,1,40,79,PUNT,2,618,29,INTERCEPTION,10,50,322,0
0518030620230902,7,306,2,618,67,INTERCEPTION,2,375,24,FIELD GOAL,8,43,243,0
0518030620230902,8,518,2,369,74,KICKOFF,2,238,68,PUNT,3,6,131,0
0518030620230902,9,306,2,238,58,PUNT,2,38,39,DOWNS,7,19,200,0
0518030620230902,10,518,2,38,61,DOWNS,2,3,22,FIELD GOAL,6,39,35,0
0518030620230902,11,306,2,3,75,KICKOFF,2,0,76,END OF HALF,1,-1,3,0
0518030620230902,12,518,3,900,75,KICKOFF,3,820,68,PUNT,3,7,80,0
0518030620230902,13,306,3,820,66,PUNT,3,726,59,PUNT,3,7,94,0
0518030620230902,14,518,3,726,80,PUNT,3,402,4,FIELD GOAL,11,76,324,1
0518030620230902,15,306,3,402,75,KICKOFF,3,315,72,PUNT,3,3,87,0
0518030620230902,16,518,3,315,88,PUNT,3,111,0,TOUCHDOWN,6,88,204,1
0518030620230902,17,306,3,102,93,KICKOFF,4,607,42,DOWNS,14,51,395,0
0518030620230902,18,518,4,607,58,DOWNS,4,266,4,FIELD GOAL,14,54,341,1
0518030620230902,19,306,4,257,95,KICKOFF,4,104,79,PUNT,6,16,153,0
0518030620230902,20,518,4,104,66,PUNT,4,50,73,PUNT,3,-7,54,0
0518030620230902,21,306,4,50,68,PUNT,4,0,64,END OF HALF,1,4,50,0
0691051320230902,1,513,1,900,75,KICKOFF,1,557,0,TOUCHDOWN,10,75,343,0
0691051320230902,2,691,1,557,75,KICKOFF,1,164,20,FIELD GOAL,15,55,393,1
0691051320230902,3,691,1,158,12,FUMBLE,1,98,12,MISSED FIELD GOAL,4,0,60,1
0691051320230902,4,513,1,98,80,MISSED FIELD GOAL,2,742,0,TOUCHDOWN,8,80,256,1
0691051320230902,5,691,2,742,75,KICKOFF,2,702,78,INTERCEPTION,2,-3,40,0
0691051320230902,6,513,2,702,57,INTERCEPTION,2,581,0,TOUCHDOWN,4,57,121,0
0691051320230902,7,691,2,576,79,KICKOFF,2,492,74,PUNT,3,5,84,0
0691051320230902,8,513,2,492,53,PUNT,2,317,0,TOUCHDOWN,8,53,175,1
0691051320230902,9,691,2,305,38,KICKOFF,2,53,18,MISSED FIELD GOAL,9,20,252,1
0691051320230902,10,513,2,53,80,MISSED FIELD GOAL,2,15,0,TOUCHDOWN,6,80,38,1
0691051320230902,11,691,2,15,75,KICKOFF,2,0,77,END OF HALF,1,-2,15,0
0691051320230902,12,691,3,900,75,KICKOFF,3,706,49,PUNT,6,26,194,0
0691051320230902,13,513,3,706,84,PUNT,3,439,54,PUNT,8,30,267,0
0691051320230902,14,691,3,439,80,PUNT,3,274,64,PUNT,6,16,165,0
0691051320230902,15,513,3,274,82,PUNT,3,66,0,TOUCHDOWN,7,82,208,0
0691051320230902,16,691,3,66,75,KICKOFF,3,19,72,INTERCEPTION,2,3,47,0
0691051320230902,17,691,3,19,75,KICKOFF,4,677,52,PUNT,7,23,242,0
0691051320230902,18,513,4,677,87,PUNT,4,463,0,TOUCHDOWN,7,87,214,0
0691051320230902,19,691,4,463,75,KICKOFF,4,360,71,PUNT,3,4,103,0
0691051320230902,20,513,4,360,62,PUNT,4,220,54,PUNT,3,8,140,0
0691051320230902,21,691,4,220,78,PUNT,4,91,73,PUNT,3,5,129,0
0691051320230902,22,513,4,91,63,PUNT,4,0,53,END OF HALF,2,10,91,0
0654032720230902,1,654,1,900,75,KICKOFF,1,816,78,PUNT,3,-3,84,0
0654032720230902,2,327,1,816,67,PUNT,1,573,0,TOUCHDOWN,9,67,243,0
0654032720230902,3,654,1,573,75,KICKOFF,1,279,37,DOWNS,11,38,294,0
0654032720230902,4,327,1,279,63,DOWNS,1,248,60,INTERCEPTION,3,3,31,0
0654032720230902,5,654,1,248,46,INTERCEPTION,1,162,51,PUNT,3,-5,86,0
0654032720230902,6,327,1,162,84,PUNT,2,717,0,TOUCHDOWN,13,84,345,1
0654032720230902,7,654,2,717,75,KICKOFF,2,629,51,PUNT,5,24,88,0
0654032720230902,8,327,2,629,87,PUNT,2,493,0,TOUCHDOWN,6,87,136,0
0654032720230902,9,654,2,486,82,KICKOFF,2,437,82,PUNT,3,0,49,0
0654032720230902,10,327,2,437,60,PUNT,2,335,0,TOUCHDOWN,4,60,102,1
0654032720230902,11,654,2,335,75,KICKOFF,2,134,53,PUNT,7,22,201,0
0654032720230902,12,327,2,134,89,PUNT,2,38,0,TOUCHDOWN,9,89,96,1
0654032720230902,13,654,2,30,81,KICKOFF,2,0,69,END OF HALF,2,12,30,0
0654032720230902,14,327,3,894,67,KICKOFF,3,737,33,FIELD GOAL,7,34,157,0
0654032720230902,15,654,3,737,75,KICKOFF,3,541,57,PUNT,6,18,196,0
0654032720230902,16,327,3,541,97,PUNT,3,418,48,PUNT,4,49,123,0
0654032720230902,17,654,3,418,92,PUNT,3,192,59,PUNT,6,33,226,0
0654032720230902,18,327,3,192,79,PUNT,4,870,0,TOUCHDOWN,8,79,222,1
0654032720230902,19,654,4,870,75,KICKOFF,4,660,56,DOWNS,9,19,210,0
0654032720230902,20,327,4,660,44,DOWNS,4,466,7,DOWNS,6,37,194,1
0654032720230902,21,654,4,466,93,DOWNS,4,336,92,PUNT,3,1,130,0
0654032720230902,22,327,4,336,42,PUNT,4,226,54,PUNT,3,-12,110,0
0654032720230902,23,654,4,226,88,PUNT,4,0,60,END OF HALF,5,28,226,0
0725049820230902,1,498,1,900,75,KICKOFF,1,805,69,PUNT,3,6,95,0
0725049820230902,2,725,1,805,79,PUNT,1,544,17,FUMBLE,7,62,261,1
0725049820230902,3,498,1,544,83,FUMBLE,1,390,68,PUNT,5,15,154,0
0725049820230902,4,725,1,390,67,PUNT,1,0,20,MISSED FIELD GOAL,11,47,390,1
0725049820230902,5,498,1,0,80,MISSED FIELD GOAL,2,662,39,PUNT,10,41,238,0
0725049820230902,6,725,2,662,80,PUNT,2,544,58,INTERCEPTION,5,22,118,0
0725049820230902,7,498,2,544,44,INTERCEPTION,2,380,6,FIELD GOAL,8,38,164,1
0725049820230902,8,725,2,380,75,KICKOFF,2,266,68,PUNT,3,7,114,0
0725049820230902,9,498,2,266,73,PUNT,2,158,65,INTERCEPTION,5,8,108,0
0725049820230902,10,498,2,88,75,KICKOFF,2,88,76,INTERCEPTION,2,-1,0,0
0725049820230902,11,725,2,88,20,INTERCEPTION,2,7,5,FIELD GOAL,6,15,81,1
0725049820230902,12,725,3,900,75,KICKOFF,3,803,68,PUNT,3,7,97,0
0725049820230902,13,498,3,803,66,PUNT,3,668,63,PUNT,3,3,135,0
0725049820230902,14,725,3,668,96,PUNT,3,280,49,PUNT,10,47,388,0
0725049820230902,15,498,3,280,80,PUNT,3,186,60,PUNT,5,20,94,0
0725049820230902,16,725,3,186,69,PUNT,4,773,11,FIELD GOAL,9,58,313,1
0725049820230902,17,498,4,773,75,KICKOFF,4,499,41,PUNT,13,34,274,0
0725049820230902,18,725,4,499,97,PUNT,4,354,90,PUNT,3,7,145,0
0725049820230902,19,498,4,354,62,PUNT,4,343,0,TOUCHDOWN,1,62,11,0
0725049820230902,20,725,4,343,75,KICKOFF,4,288,55,FUMBLE,3,20,55,0
0725049820230902,21,498,4,288,45,FUMBLE,4,168,0,TOUCHDOWN,4,45,120,1
0725049820230902,22,725,4,168,75,KICKOFF,4,141,75,INTERCEPTION,2,0,27,0
0725049820230902,23,498,4,141,19,INTERCEPTION,4,29,7,MISSED FIELD GOAL,6,12,112,1
0725049820230902,24,725,4,29,85,MISSED FIELD GOAL,4,0,98,FUMBLE,3,-13,29,0
0061040420230902,1,404,1,898,73,KICKOFF,1,748,0,TOUCHDOWN,6,73,150,1
0061040420230902,2,61,1,748,75,KICKOFF,1,549,50,DOWNS,7,25,199,0
0061040420230902,3,404,1,549,50,DOWNS,1,307,27,FIELD GOAL,10,23,242,1
0061040420230902,4,61,1,307,75,KICKOFF,1,226,80,PUNT,2,-5,81,0
0061040420230902,5,404,1,226,44,PUNT,1,135,19,INTERCEPTION,3,25,91,1
0061040420230902,6,404,1,135,70,KICKOFF,2,788,0,TOUCHDOWN,9,70,247,1
0061040420230902,7,61,2,783,81,KICKOFF,2,696,83,PUNT,3,-2,87,0
0061040420230902,8,404,2,696,19,PUNT,2,553,8,FIELD GOAL,7,11,143,1
0061040420230902,9,61,2,553,75,KICKOFF,2,485,69,FUMBLE,3,6,68,0
0061040420230902,10,404,2,485,31,FUMBLE,2,386,0,TOUCHDOWN,4,31,99,1
0061040420230902,11,61,2,386,75,KICKOFF,2,319,78,PUNT,3,-3,67,0
0061040420230902,12,404,2,319,61,PUNT,2,195,41,INTERCEPTION,5,20,124,0
0061040420230902,13,61,2,195,77,INTERCEPTION,2,66,64,PUNT,6,13,129,0
0061040420230902,14,404,2,66,86,PUNT,2,0,62,END OF HALF,5,24,66,0
0061040420230902,15,61,3,900,75,KICKOFF,3,783,68,PUNT,3,7,117,0
0061040420230902,16,404,3,783,45,PUNT,3,659,0,TOUCHDOWN,5,45,124,1
0061040420230902,17,61,3,659,75,KICKOFF,3,498,57,PUNT,4,18,161,0
0061040420230902,18,404,3,498,78,PUNT,3,387,0,TOUCHDOWN,4,78,111,0
0061040420230902,19,61,3,387,75,KICKOFF,3,319,72,PUNT,3,3,68,0
0061040420230902,20,404,3,319,67,PUNT,3,203,0,TOUCHDOWN,4,67,116,1
0061040420230902,21,61,3,203,75,KICKOFF,3,118,89,PUNT,3,-14,85,0
0061040420230902,22,404,3,118,41,PUNT,4,757,0,TOUCHDOWN,9,41,261,1
0061040420230902,23,61,4,757,75,KICKOFF,4,620,84,PUNT,3,-9,137,0
0061040420230902,24,404,4,620,61,PUNT,4,533,57,PUNT,3,4,87,0
0061040420230902,25,61,4,533,88,PUNT,4,442,62,PUNT,5,26,91,0
0061040420230902,26,404,4,442,94,PUNT,4,277,77,PUNT,4,17,165,0
0061040420230902,27,61,4,277,59,PUNT,4,175,68,PUNT,3,-9,102,0
0061040420230902,28,404,4,175,83,PUNT,4,85,81,FUMBLE,3,2,90,0
0061040420230902,29,404,4,75,53,KICKOFF,4,0,63,END OF HALF,2,-10,75,0
0706028820230902,1,288,1,900,75,KICKOFF,1,812,74,PUNT,3,1,88,0
0706028820230902,2,706,1,812,80,PUNT,1,763,81,PUNT,3,-1,49,0
0706028820230902,3,288,1,763,59,PUNT,1,679,53,PUNT,3,6,84,0
0706028820230902,4,706,1,679,85,PUNT,1,496,76,PUNT,6,9,183,0
0706028820230902,5,288,1,496,22,PUNT,1,414,0,TOUCHDOWN,3,22,82,1
0706028820230902,6,706,1,409,80,KICKOFF,1,206,0,TOUCHDOWN,8,80,203,1
0706028820230902,7,288,1,206,75,KICKOFF,1,35,19,DOWNS,5,56,171,1
0706028820230902,8,706,1,35,81,DOWNS,2,789,66,PUNT,5,15,146,0
0706028820230902,9,288,2,789,60,PUNT,2,714,34,MISSED FIELD GOAL,5,26,75,0
0706028820230902,10,706,2,714,66,MISSED FIELD GOAL,2,474,26,MISSED FIELD GOAL,11,40,240,0
0706028820230902,11,288,2,474,74,MISSED FIELD GOAL,2,239,51,PUNT,8,23,235,0
0706028820230902,12,706,2,239,80,PUNT,2,86,36,PUNT,6,44,153,0
0706028820230902,13,288,2,86,88,PUNT,2,0,14,FIELD GOAL,12,74,86,1
0706028820230902,14,706,3,893,84,KICKOFF,3,691,22,INTERCEPTION,6,62,202,1
0706028820230902,15,288,3,691,83,INTERCEPTION,3,577,61,PUNT,5,22,114,0
0706028820230902,16,706,3,577,81,PUNT,3,571,81,INTERCEPTION,1,0,6,0
0706028820230902,17,288,3,571,50,INTERCEPTION,3,443,35,DOWNS,5,15,128,0
0706028820230902,18,706,3,443,65,DOWNS,3,409,61,INTERCEPTION,2,4,34,0
0706028820230902,19,288,3,409,35,INTERCEPTION,3,234,0,TOUCHDOWN,7,35,175,1
0706028820230902,20,706,3,233,97,KICKOFF,4,889,57,PUNT,9,40,244,0
0706028820230902,21,288,4,889,80,PUNT,4,656,40,PUNT,7,40,233,0
0706028820230902,22,706,4,656,94,PUNT,4,342,0,TOUCHDOWN,15,94,314,1
0706028820230902,23,288,4,335,90,KICKOFF,4,0,57,END OF HALF,11,33,335,0
0768053920230902,1,768,1,900,75,KICKOFF,1,729,56,PUNT,6,19,171,0
0768053920230902,2,539,1,729,94,PUNT,1,613,0,TOUCHDOWN,4,94,116,0
0768053920230902,3,768,1,613,75,KICKOFF,1,436,60,PUNT,5,15,177,0
0768053920230902,4,539,1,436,82,PUNT,1,211,60,PUNT,7,22,225,0
0768053920230902,5,768,1,211,69,PUNT,2,854,0,TOUCHDOWN,9,69,257,1
0768053920230902,6,539,2,849,81,KICKOFF,2,550,0,TOUCHDOWN,10,81,299,1
0768053920230902,7,768,2,550,75,KICKOFF,2,301,43,DOWNS,8,32,249,0
0768053920230902,8,539,2,301,57,DOWNS,2,125,21,MISSED FIELD GOAL,7,36,176,0
0768053920230902,9,768,2,125,79,MISSED FIELD GOAL,2,77,76,PUNT,3,3,48,0
0768053920230902,10,539,2,77,71,PUNT,2,22,17,MISSED FIELD GOAL,7,54,55,1
0768053920230902,11,768,2,22,80,MISSED FIELD GOAL,2,0,82,END OF HALF,1,-2,22,0
0768053920230902,12,539,3,900,75,KICKOFF,3,817,68,PUNT,3,7,83,0
0768053920230902,13,768,3,817,74,PUNT,3,722,75,PUNT,3,-1,95,0
0768053920230902,14,539,3,722,56,PUNT,3,516,0,TOUCHDOWN,7,56,206,1
0768053920230902,15,768,3,516,75,KICKOFF,3,174,27,DOWNS,14,48,342,0
0768053920230902,16,539,3,174,73,DOWNS,4,897,8,FIELD GOAL,9,65,177,1
0768053920230902,17,768,4,897,75,KICKOFF,4,626,58,DOWNS,7,17,271,0
0768053920230902,18,539,4,626,42,DOWNS,4,452,0,TOUCHDOWN,5,42,174,0
0768053920230902,19,768,4,452,75,KICKOFF,4,214,0,TOUCHDOWN,10,75,238,1
0768053920230902,20,539,4,210,46,KICKOFF,4,6,0,TOUCHDOWN,9,46,204,1
0768053920230902,21,768,4,1,68,KICKOFF,4,0,58,END OF HALF,1,10,1,0
0769003120230902,1,769,1,900,75,KICKOFF,1,819,69,PUNT,3,6,81,0
0769003120230902,2,31,1,819,79,PUNT,1,783,0,TOUCHDOWN,2,79,36,0
0769003120230902,3,769,1,783,75,KICKOFF,1,726,79,PUNT,3,-4,57,0
0769003120230902,4,31,1,726,47,PUNT,1,520,0,TOUCHDOWN,7,47,206,1
0769003120230902,5,769,1,520,75,KICKOFF,1,409,69,PUNT,3,6,111,0
0769003120230902,6,31,1,409,82,PUNT,1,261,73,PUNT,4,9,148,0
0769003120230902,7,769,1,261,78,PUNT,1,190,80,INTERCEPTION,3,-2,71,0
0769003120230902,8,31,1,190,31,INTERCEPTION,1,183,0,TOUCHDOWN,1,31,7,0
0769003120230902,9,769,1,176,76,KICKOFF,1,15,17,FIELD GOAL,8,59,161,1
0769003120230902,10,31,1,15,75,KICKOFF,2,719,61,PUNT,6,14,196,0
0769003120230902,11,769,2,719,85,PUNT,2,450,39,PUNT,8,46,269,0
0769003120230902,12,31,2,450,94,PUNT,2,360,90,PUNT,3,4,90,0
0769003120230902,13,769,2,360,62,PUNT,2,314,69,INTERCEPTION,2,-7,46,0
0769003120230902,14,31,2,314,32,INTERCEPTION,2,176,0,TOUCHDOWN,5,32,138,1
0769003120230902,15,769,2,176,75,KICKOFF,2,164,53,FUMBLE,1,22,12,0
0769003120230902,16,31,2,164,47,FUMBLE,2,0,0,TOUCHDOWN,8,47,164,1
0769003120230902,17,31,3,890,91,KICKOFF,3,791,98,PUNT,3,-7,99,0
0769003120230902,18,769,3,791,53,PUNT,3,659,0,TOUCHDOWN,6,53,132,1
0769003120230902,19,31,3,652,69,KICKOFF,3,373,0,TOUCHDOWN,9,69,279,1
0769003120230902,20,769,3,364,90,KICKOFF,3,94,46,INTERCEPTION,9,44,270,0
0769003120230902,21,31,3,94,75,INTERCEPTION,4,848,59,PUNT,6,16,146,0
0769003120230902,22,769,4,848,85,PUNT,4,706,65,PUNT,4,20,142,0
0769003120230902,23,31,4,706,48,PUNT,4,475,0,TOUCHDOWN,7,48,231,1
0769003120230902,24,769,4,475,75,KICKOFF,4,259,20,INTERCEPTION,9,55,216,1
0769003120230902,25,769,4,259,75,KICKOFF,4,0,15,FIELD GOAL,13,60,259,1
0504031120230902,1,504,1,900,75,KICKOFF,1,765,44,INTERCEPTION,4,31,135,0
0504031120230902,2,504,1,765,75,KICKOFF,1,671,67,PUNT,3,8,94,0
0504031120230902,3,311,1,671,81,PUNT,1,474,72,PUNT,4,9,197,0
0504031120230902,4,504,1,474,98,PUNT,1,309,94,PUNT,3,4,165,0
0504031120230902,5,311,1,309,21,PUNT,1,81,0,TOUCHDOWN,7,21,228,1
0504031120230902,6,504,1,81,70,KICKOFF,2,845,53,PUNT,5,17,136,0
0504031120230902,7,311,2,845,89,PUNT,2,720,81,PUNT,3,8,125,0
0504031120230902,8,504,2,720,78,PUNT,2,627,79,PUNT,3,-1,93,0
0504031120230902,9,311,2,627,53,PUNT,2,517,47,PUNT,3,6,110,0
0504031120230902,10,504,2,517,80,PUNT,2,424,78,PUNT,3,2,93,0
0504031120230902,11,311,2,424,65,PUNT,2,368,60,PUNT,3,5,56,0
0504031120230902,12,504,2,368,80,PUNT,2,219,61,PUNT,4,19,149,0
0504031120230902,13,311,2,219,71,PUNT,2,48,0,TOUCHDOWN,6,71,171,1
0504031120230902,14,504,2,43,71,KICKOFF,2,4,58,INTERCEPTION,4,13,39,0
0504031120230902,15,311,2,4,38,INTERCEPTION,2,0,38,FIELD GOAL,1,0,4,0
0504031120230902,16,311,3,896,87,KICKOFF,3,788,0,TOUCHDOWN,4,87,108,0
0504031120230902,17,504,3,788,75,KICKOFF,3,483,14,FIELD GOAL,12,61,305,1
0504031120230902,18,311,3,483,70,KICKOFF,3,260,50,PUNT,6,20,223,0
0504031120230902,19,504,3,260,88,PUNT,4,888,50,PUNT,9,38,272,0
0504031120230902,20,311,4,888,86,PUNT,4,805,81,PUNT,3,5,83,0
0504031120230902,21,504,4,805,57,PUNT,4,690,0,TOUCHDOWN,5,57,115,1
0504031120230902,22,311,4,681,93,KICKOFF,4,594,92,PUNT,3,1,87,0
0504031120230902,23,504,4,594,64,PUNT,4,203,5,DOWNS,15,59,391,1
0504031120230902,24,311,4,203,95,DOWNS,4,72,87,PUNT,3,8,131,0
0504031120230902,25,504,4,72,73,PUNT,4,0,79,END OF HALF,3,-6,72,0
0096055920230902,1,96,1,887,55,KICKOFF,1,775,47,PUNT,3,8,112,0
0096055920230902,2,559,1,775,92,PUNT,1,700,0,TOUCHDOWN,3,92,75,0
0096055920230902,3,96,1,700,75,KICKOFF,1,644,67,PUNT,3,8,56,0
0096055920230902,4,559,1,644,82,PUNT,1,588,82,PUNT,3,0,56,0
0096055920230902,5,96,1,588,55,PUNT,1,446,0,TOUCHDOWN,6,55,142,0
0096055920230902,6,559,1,446,75,KICKOFF,1,368,58,PUNT,4,17,78,0
0096055920230902,7,96,1,368,85,PUNT,1,0,94,PUNT,3,-9,368,0
0096055920230902,8,559,1,0,17,PUNT,2,897,0,TOUCHDOWN,8,17,3,1
0096055920230902,9,96,2,897,75,KICKOFF,2,749,0,TOUCHDOWN,6,75,148,1
0096055920230902,10,559,2,745,59,KICKOFF,2,545,0,TOUCHDOWN,6,59,200,1
0096055920230902,11,96,2,545,75,KICKOFF,2,57,3,MISSED FIELD GOAL,17,72,488,1
0096055920230902,12,559,2,57,80,MISSED FIELD GOAL,2,22,84,PUNT,3,-4,35,0
0096055920230902,13,96,2,22,53,PUNT,2,0,33,FIELD GOAL,4,20,22,0
0096055920230902,14,96,3,889,75,KICKOFF,3,825,73,PUNT,3,2,64,0
0096055920230902,15,559,3,825,60,PUNT,3,643,26,MISSED FIELD GOAL,7,34,182,0
0096055920230902,16,96,3,643,74,MISSED FIELD GOAL,3,404,0,TOUCHDOWN,9,74,239,1
0096055920230902,17,559,3,395,85,KICKOFF,3,268,64,PUNT,7,21,127,0
0096055920230902,18,96,3,268,85,PUNT,4,824,0,TOUCHDOWN,14,85,344,1
0096055920230902,19,559,4,824,75,KICKOFF,4,493,1,DOWNS,13,74,331,1
0096055920230902,20,96,4,493,99,DOWNS,4,317,73,INTERCEPTION,5,26,176,0
0096055920230902,21,559,4,317,55,INTERCEPTION,4,276,0,TOUCHDOWN,2,55,41,1
0096055920230902,22,96,4,270,79,KICKOFF,4,59,0,TOUCHDOWN,9,79,211,0
0096055920230902,23,559,4,59,75,KICKOFF,4,31,56,DOWNS,5,19,28,0
0096055920230902,24,96,4,31,44,DOWNS,4,0,47,END OF HALF,2,-3,31,0
0709030120230902,1,301,1,900,75,KICKOFF,1,587,0,TOUCHDOWN,10,75,313,1
0709030120230902,2,709,1,584,87,KICKOFF,1,304,9,FIELD GOAL,11,78,280,1
0709030120230902,3,301,1,304,75,KICKOFF,1,135,71,PUNT,3,4,169,0
0709030120230902,4,709,1,135,72,PUNT,2,751,40,PUNT,12,32,284,0
0709030120230902,5,301,2,751,95,PUNT,2,665,64,PUNT,4,31,86,0
0709030120230902,6,709,2,665,83,PUNT,2,277,6,FIELD GOAL,14,77,388,1
0709030120230902,7,301,2,273,74,KICKOFF,2,87,27,DOWNS,7,47,186,0
0709030120230902,8,709,2,87,73,DOWNS,2,4,0,TOUCHDOWN,9,73,83,1
0709030120230902,9,709,3,900,75,KICKOFF,3,683,0,TOUCHDOWN,9,75,217,1
0709030120230902,10,301,3,678,70,KICKOFF,3,598,43,INTERCEPTION,3,27,80,0
0709030120230902,11,709,3,598,80,INTERCEPTION,3,493,68,INTERCEPTION,4,12,105,0
0709030120230902,12,709,3,488,87,KICKOFF,3,382,79,PUNT,3,8,106,0
0709030120230902,13,301,3,382,55,PUNT,3,83,0,TOUCHDOWN,11,55,299,1
0709030120230902,14,709,3,79,80,KICKOFF,3,24,80,PUNT,3,0,55,0
0709030120230902,15,301,3,24,63,PUNT,4,785,0,TOUCHDOWN,7,63,139,1
0709030120230902,16,709,4,780,78,KICKOFF,4,578,26,FIELD GOAL,8,52,202,0
0709030120230902,17,301,4,567,81,KICKOFF,4,414,78,PUNT,5,3,153,0
0709030120230902,18,709,4,414,60,PUNT,4,179,0,TOUCHDOWN,8,60,235,1
0709030120230902,19,301,4,175,75,KICKOFF,4,5,11,FIELD GOAL,12,64,170,1
0709030120230902,20,709,4,5,75,KICKOFF,4,0,76,END OF HALF,1,-1,5,0
0030052220230902,1,522,1,900,70,KICKOFF,1,821,0,TOUCHDOWN,5,70,79,1
0030052220230902,2,30,1,821,75,KICKOFF,1,758,71,PUNT,3,4,63,0
0030052220230902,3,30,1,752,75,KICKOFF,1,684,51,PUNT,4,24,68,0
0030052220230902,4,522,1,684,80,PUNT,1,470,0,TOUCHDOWN,10,80,214,1
0030052220230902,5,30,1,470,75,KICKOFF,1,294,27,MISSED FIELD GOAL,7,48,176,0
0030052220230902,6,522,1,294,73,MISSED FIELD GOAL,1,31,0,TOUCHDOWN,13,73,263,1
0030052220230902,7,30,1,31,75,KICKOFF,2,873,81,PUNT,3,-6,58,0
0030052220230902,8,522,2,873,70,PUNT,2,741,0,TOUCHDOWN,6,70,132,1
0030052220230902,9,30,2,741,75,KICKOFF,2,638,26,MISSED FIELD GOAL,7,49,103,0
0030052220230902,10,522,2,638,74,MISSED FIELD GOAL,2,513,0,TOUCHDOWN,5,74,125,1
0030052220230902,11,30,2,513,75,KICKOFF,2,390,66,PUNT,3,9,123,0
0030052220230902,12,522,2,390,85,PUNT,2,37,3,FIELD GOAL,11,82,353,1
0030052220230902,13,30,2,37,75,KICKOFF,2,0,72,END OF HALF,1,3,37,0
0030052220230902,14,30,3,900,75,KICKOFF,3,820,73,PUNT,3,2,80,0
0030052220230902,15,522,3,820,65,PUNT,3,586,0,TOUCHDOWN,10,65,234,1
0030052220230902,16,30,3,586,75,KICKOFF,3,483,38,DOWNS,6,37,103,0
0030052220230902,17,522,3,483,62,DOWNS,3,389,0,TOUCHDOWN,4,62,94,0
0030052220230902,18,30,3,381,73,KICKOFF,3,372,66,FUMBLE,1,7,9,0
0030052220230902,19,522,3,372,34,FUMBLE,3,225,0,TOUCHDOWN,5,34,147,1
0030052220230902,20,30,3,225,75,KICKOFF,3,125,67,PUNT,3,8,100,0
0030052220230902,21,522,3,125,67,PUNT,4,583,0,TOUCHDOWN,11,67,442,1
0030052220230902,22,30,4,583,75,KICKOFF,4,285,48,PUNT,7,27,298,0
0030052220230902,23,522,4,285,99,PUNT,4,152,91,PUNT,3,8,133,0
0030052220230902,24,30,4,152,59,PUNT,4,0,45,END OF HALF,4,14,152,0
0365023420230903,1,365,1,900,75,KICKOFF,1,714,14,DOWNS,8,61,186,1
0365023420230903,2,234,1,714,86,DOWNS,1,473,0,TOUCHDOWN,9,86,241,0
0365023420230903,3,365,1,473,75,KICKOFF,1,228,0,TOUCHDOWN,9,75,245,1
0365023420230903,4,234,1,228,75,KICKOFF,1,141,66,PUNT,3,9,87,0
0365023420230903,5,365,1,141,85,PUNT,2,851,15,DOWNS,7,70,190,1
0365023420230903,6,234,2,851,85,DOWNS,2,642,68,PUNT,6,17,209,0
0365023420230903,7,234,2,642,22,FUMBLE,2,638,22,INTERCEPTION,1,0,4,0
0365023420230903,8,365,2,638,74,INTERCEPTION,2,575,66,PUNT,3,8,63,0
0365023420230903,9,234,2,575,99,PUNT,2,469,93,PUNT,3,6,106,0
0365023420230903,10,365,2,469,51,PUNT,2,362,0,TOUCHDOWN,5,51,107,1
0365023420230903,11,234,2,362,75,KICKOFF,2,61,0,TOUCHDOWN,10,75,301,0
0365023420230903,12,365,2,57,86,KICKOFF,2,0,19,FIELD GOAL,10,67,57,1
0365023420230903,13,234,3,900,75,KICKOFF,3,559,15,FIELD GOAL,9,60,341,1
0365023420230903,14,365,3,554,83,KICKOFF,3,387,47,PUNT,6,36,167,0
0365023420230903,15,234,3,387,87,PUNT,3,162,0,TOUCHDOWN,7,87,225,1
0365023420230903,16,365,3,160,77,KICKOFF,4,890,52,INTERCEPTION,6,25,170,0
0365023420230903,17,234,4,890,57,INTERCEPTION,4,618,0,TOUCHDOWN,8,57,272,1
0365023420230903,18,365,4,618,75,KICKOFF,4,481,79,PUNT,3,-4,137,0
0365023420230903,19,234,4,481,57,PUNT,4,420,0,TOUCHDOWN,3,57,61,0
0365023420230903,20,365,4,416,85,KICKOFF,4,287,46,DOWNS,7,39,129,0
0365023420230903,21,234,4,287,54,DOWNS,4,86,0,TOUCHDOWN,6,54,201,1
